8723343,0,-1
8723343,1,1
8724799,2,1
8724913,0,-1
8725088,1,5
8726056,2,5
8726168,0,-1
8726168,1,6
8727619,2,6
8727732,0,-1
8727943,1,11
8729098,2,11
8729210,0,-1
8729211,1,5
8730370,2,5
8730483,0,-1
8730483,1,3
8731565,2,3
8731678,0,-1
8731743,1,6
8732626,2,6
8732738,0,-1
8732738,1,12
8733270,2,12
8733383,0,-1
8733416,1,14
8734899,2,14
8735013,0,-1
8735076,1,6
8736158,2,6
8736270,0,-1
8736352,1,0
8737738,2,0
8737850,0,-1
8737883,1,5
8739013,2,5
8739126,0,-1
8739272,1,8
8740755,2,8
8740867,0,-1
8740964,1,0
8741884,2,0
8741996,0,-1
8742027,1,3
8742980,2,3
8743094,0,-1
8743224,1,7
8744127,2,7
8744240,0,-1
8744337,1,1
8744966,2,1
8745079,0,-1
8745176,1,15
8746631,2,15
8746744,0,-1
8746776,1,6
8748216,2,6
8748329,0,-1
8748394,1,13
8749700,2,13
8749813,0,-1
8749813,1,10
8750442,2,10
8750555,0,-1
8750794,1,9
8751792,2,9
8751905,0,-1
8751970,1,6
8752633,2,6
8752747,0,-1
8753587,1,1
8755007,2,1
8755119,0,-1
8755119,1,15
8755863,2,15
8755977,0,-1
8756446,1,4
8757449,2,4
8757560,0,-1
8757561,1,11
8758623,2,11
8758735,0,-1
8758783,1,3
8759929,2,3
8760040,0,-1
8760298,1,2
8761235,2,2
8761346,0,-1
8761346,1,15
8762166,2,15
8762278,0,-1
8762358,1,3
8763672,2,3
8763784,0,-1
8764378,1,2
8765451,2,2
8765564,0,-1
8765596,1,14
8766209,2,14
8766322,0,-1
8766355,1,4
8767227,2,4
8767339,0,-1
8767580,1,0
8768353,2,0
8768464,0,-1
8768464,1,2
8769510,2,2
8769622,0,-1
8769622,1,14
8770523,2,14
8770635,0,-1
8770635,1,15
8772068,2,15
8772180,0,-1
8772181,1,11
8773436,2,11
8773548,0,-1
8773660,1,7
8774302,2,7
8774414,0,-1
8775539,1,4
8776329,2,4
8776443,0,-1
8776443,1,15
8777360,2,15
8777472,0,-1
8777472,1,11
8778934,2,11
8779047,0,-1
8779209,1,5
8780064,2,5
8780178,0,-1
8780194,1,12
8780708,2,12
8780820,0,-1
8781142,1,9
8782459,2,9
8782572,0,-1
8782588,1,6
8783476,2,6
8783589,0,-1
8784120,1,7
8785100,2,7
8785212,0,-1
8785536,1,13
8787028,2,13
8787140,0,-1
8787140,1,8
8788222,2,8
