8543234,0,-1
8545004,1,7
8545984,2,7
8546096,0,-1
8546420,1,1
8547064,2,1
8547178,0,-1
8547178,1,8
8548588,2,8
8548700,0,-1
8548701,1,6
8550204,2,6
8550315,0,-1
8550428,1,14
8551215,2,14
8551326,0,-1
8551391,1,8
8552519,2,8
8552631,0,-1
8552663,1,10
8553645,2,10
8553759,0,-1
8553759,1,9
8554582,2,9
8554694,0,-1
8554710,1,0
8555908,2,0
8556020,0,-1
8556068,1,2
8557387,2,2
8557499,0,-1
8558112,1,12
8559594,2,12
8559707,0,-1
8559707,1,13
8560902,2,13
8561014,0,-1
8561224,1,7
8562062,2,7
8562174,0,-1
8562546,1,2
8563194,2,2
8563306,0,-1
8563306,1,10
8564383,2,10
