8543750,0,-1
8543750,1,8
8545000,2,8
8545112,0,-1
8545466,1,2
8546864,2,2
8546977,0,-1
8547078,1,1
8547640,2,1
8547752,0,-1
8548109,1,11
8549215,2,11
8549327,0,-1
8549731,1,2
8550969,2,2
8551082,0,-1
8551242,1,10
8552643,2,10
8552757,0,-1
8553016,1,9
8553739,2,9
8553853,0,-1
8554190,1,0
8554707,2,0
8554820,0,-1
8554820,1,9
8555855,2,9
8555969,0,-1
8556193,1,15
8557010,2,15
8557124,0,-1
8557173,1,6
8558434,2,6
8558547,0,-1
8558706,1,0
8560060,2,0
8560172,0,-1
8560172,1,14
8561655,2,14
8561767,0,-1
8561767,1,3
8562739,2,3
8562853,0,-1
8562853,1,7
8563915,2,7
