8543203,0,-1
8544756,1,9
8545928,2,9
8546041,0,-1
8546476,1,6
8547252,2,6
8547364,0,-1
8547364,1,13
8548485,2,13
8548597,0,-1
8549114,1,3
8549775,2,3
8549889,0,-1
8549986,1,12
8550516,2,12
8550629,0,-1
8550677,1,3
8551351,2,3
8551465,0,-1
8551465,1,13
8552560,2,13
8552672,0,-1
8553061,1,1
8554543,2,1
8554655,0,-1
8555107,1,3
8556189,2,3
8556301,0,-1
8556510,1,8
8557363,2,8
8557475,0,-1
8557896,1,1
8558768,2,1
8558879,0,-1
8558879,1,11
8559459,2,11
8559571,0,-1
8559829,1,8
8560459,2,8
8560571,0,-1
8560652,1,11
8561492,2,11
8561603,0,-1
8561668,1,14
8562491,2,14
